ID,Name,Address,City,State,County,Type,Ownership,Emergency Services,Can.use.EHRs,Overall rating,Mortality national comparison,Readmission,Patient.experience,Effectiveness.of.care,Timeliness.of.care
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,238 SOUTH CONGRESS STREET,RUSHVILLE,IL,SCHUYLER,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,Same as the national average,Same as the national average,NA,NA,NA
141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,JACKSON,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
141335,MERCY HARVARD HOSPITAL,901 GRANT STREET,HARVARD,IL,MCHENRY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,NA,Same as the national average,Above the national average
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,MADISON,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,NA,NA
141337,PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,PRINCETON,IL,BUREAU,Critical Access Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
141338,MEMORIAL HOSPITAL,1900 STATE STREET,CHESTER,IL,RANDOLPH,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
141339,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,CHRISTIAN,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
141340,VALLEY WEST COMMUNITY HOSPITAL,1301 NORTH MAIN STREET,SANDWICH,IL,DEKALB,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
141341,PANA COMMUNITY HOSPITAL,101 E NINTH STREET,PANA,IL,CHRISTIAN,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,Same as the national average,Same as the national average,NA,NA,NA
141342,UNION COUNTY HOSPITAL,517 NORTH MAIN STREET,ANNA,IL,UNION,Critical Access Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,NA,Same as the national average,Above the national average
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,CRAWFORD,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,NA,NA
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 STATE ST,LAWRENCEVILLE,IL,LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,NA,NA
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,MARION,Critical Access Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,NA,NA
141346,FAYETTE COUNTY HOSPITAL,7TH AND TAYLOR,VANDALIA,IL,FAYETTE,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,NA,Same as the national average,Same as the national average,NA,NA,NA
141347,CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,CARLINVILLE,IL,MACOUPIN,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,NA,NA,Same as the national average
141348,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,RANDOLPH,Critical Access Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
141349,SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,SPARTA,IL,RANDOLPH,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,NA,Same as the national average,Same as the national average,NA,NA,NA
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,MONTGOMERY,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,NA
141351,CLAY COUNTY HOSPITAL,911 STACY BURK DRIVE,FLORA,IL,CLAY,Critical Access Hospitals,Government - Local,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,NA,NA
143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E CHICAGO, BOX 57",CHICAGO,IL,COOK,Childrens,Voluntary non-profit - Other,Yes,Y,NA,NA,NA,NA,NA,NA
143301,LARABIDA CHILDRENS HOSPITAL I,E 65TH ST AT LAKE MICHIGAN,CHICAGO,IL,COOK,Childrens,Voluntary non-profit - Private,No,Y,NA,NA,NA,NA,NA,NA
143302,SHRINERS HOSPITAL FOR CHILDREN,2211 NORTH OAK PARK AVE,CHICAGO,IL,COOK,Childrens,Voluntary non-profit - Private,No,Y,NA,NA,NA,NA,NA,NA
150001,JOHNSON MEMORIAL HOSPITAL,1125 W JEFFERSON ST,FRANKLIN,IN,JOHNSON,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
150004,FRANCISCAN HEALTH HAMMOND,5454 HOHMAN AVE,HAMMOND,IN,LAKE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average
150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,IN,HENDRICKS,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150006,LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,IN,LA PORTE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Above the national average,Below the national average,Same as the national average,Above the national average
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST,KOKOMO,IN,HOWARD,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
150008,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,IN,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,JEFFERSONVILLE,IN,CLARK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
150010,ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,IN,HOWARD,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,IN,GRANT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,ST JOSEPH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
150015,FRANCISCAN HEALTH MICHIGAN CITY,301 W HOMER ST,MICHIGAN CITY,IN,LA PORTE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
150017,LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,FORT WAYNE,IN,ALLEN,Acute Care Hospitals,Proprietary,Yes,Y,2,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
150018,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,IN,ELKHART,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,ALLEN,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,VIGO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,MARION,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Below the national average
150026,GOSHEN GENERAL HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,ELKHART,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,HENRY,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average
150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,IN,PORTER,Acute Care Hospitals,Proprietary,Yes,Y,4,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,IN,HANCOCK,Acute Care Hospitals,Government - Local,Yes,Y,3,Below the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,KNOX,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Below the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
150044,BAPTIST HEALTH FLOYD,1850 STATE ST,NEW ALBANY,IN,FLOYD,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
150045,DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,IN,DE KALB,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,VIGO,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Above the national average
150047,ST JOSEPH HOSPITAL,700 BROADWAY,FORT WAYNE,IN,ALLEN,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
150048,REID HEALTH,1100 REID PKWY,RICHMOND,IN,WAYNE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,IN,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,MARION,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average
150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,IN,MORGAN,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,ST JOSEPH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,IN,HAMILTON,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,IN,DAVIESS,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,FAYETTE,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,JACKSON,Acute Care Hospitals,Government - Local,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,CASS,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,MARION,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,IN,WELLS,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Above the national average
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,MARSHALL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,VANDERBURGH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Below the national average,Above the national average,Above the national average,Above the national average
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,MARION,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
150086,DEARBORN COUNTY HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,IN,DEARBORN,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,2015 JACKSON ST,ANDERSON,IN,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,IN,LAKE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,IN,HUNTINGTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,SHELBY,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150100,ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,IN,VANDERBURGH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,WHITLEY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
150102,STARKE HOSPITAL,102 E CULVER RD,KNOX,IN,STARKE,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,NA,Same as the national average,Above the national average
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,BOONE,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,IN,TIPPECANOE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,IN,BARTHOLOMEW,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Above the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,DUBOIS,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,LAKE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,MARION,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,IN,KOSCIUSKO,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,NOBLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
150149,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,IN,WARRICK,Acute Care Hospitals,Proprietary,Yes,Y,4,NA,NA,Above the national average,Same as the national average,Above the national average
150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,IN,ALLEN,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
150153,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,INDIANAPOLIS,IN,HAMILTON,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
150157,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,HAMILTON,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,HENDRICKS,Acute Care Hospitals,Proprietary,Yes,Y,5,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average
150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,MARION,Acute Care Hospitals,Physician,No,,NA,NA,NA,Above the national average,NA,NA
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,HAMILTON,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,MARION,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Above the national average,Above the national average,Above the national average,Above the national average,Below the national average
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,IN,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,LAKE,Acute Care Hospitals,Physician,No,,4,Same as the national average,Same as the national average,Above the national average,NA,NA
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,IN,ALLEN,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,Above the national average,NA,NA
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,ALLEN,Acute Care Hospitals,Proprietary,No,Y,NA,NA,NA,Above the national average,NA,NA
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,MARION,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
150172,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,NEW ALBANY,IN,FLOYD,Acute Care Hospitals,Physician,No,Y,NA,NA,NA,Above the national average,Same as the national average,NA
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,IN,TIPPECANOE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NEWBURGH,IN,WARRICK,Acute Care Hospitals,Proprietary,No,Y,4,Same as the national average,Same as the national average,Above the national average,NA,NA
150176,KENTUCKIANA MEDICAL CENTER LLC,4601 MEDICAL PLAZA WAY,CLARKSVILLE,IN,CLARK,Acute Care Hospitals,Proprietary,No,Y,1,Same as the national average,Below the national average,Same as the national average,Below the national average,Above the national average
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,ST JOSEPH,Acute Care Hospitals,Proprietary,No,Y,NA,NA,NA,Above the national average,Same as the national average,NA
150179,FAIRBANKS,8102 CLEARVISTA PARKWAY,INDIANAPOLIS,IN,MARION,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,NA,NA,NA,NA,NA,NA
150181,ST VINCENT FISHERS HOSPITAL INC,13861 OLIO ROAD,FISHERS,IN,HAMILTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,NA,Same as the national average,Above the national average,Same as the national average,Same as the national average
150182,FRANCISCAN HEALTH CARMEL,12188 B NORTH MERIDIAN STREET,CARMEL,IN,HAMILTON,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,NA,NA,NA,Above the national average,Same as the national average,NA
150183,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,MONROE,Acute Care Hospitals,Proprietary,Yes,Y,NA,NA,NA,NA,NA,Same as the national average
151300,COMMUNITY HOSPITAL OF BREMEN INC,1020 HIGH RD,BREMEN,IN,MARSHALL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,Same as the national average,Above the national average,NA,NA
151301,ST VINCENT RANDOLPH HOSPITAL INC,473 E GREENVILLE AVE,WINCHESTER,IN,RANDOLPH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
151302,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,410 PILGRIM BLVD,HARTFORD CITY,IN,BLACKFORD,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
151303,ST VINCENT JENNINGS HOSPITAL INC,301 HENRY ST,NORTH VERNON,IN,JENNINGS,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,3,NA,Same as the national average,NA,Same as the national average,Same as the national average
151304,RUSH MEMORIAL HOSPITAL,1300 N MAIN ST,RUSHVILLE,IN,RUSH,Critical Access Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
151305,PULASKI MEMORIAL HOSPITAL,616 E 13TH ST,WINAMAC,IN,PULASKI,Critical Access Hospitals,Government - Local,Yes,Y,4,NA,Same as the national average,Above the national average,Same as the national average,Same as the national average
151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,642 W HOSPITAL RD,PAOLI,IN,ORANGE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,NA,Same as the national average,NA,Same as the national average,Above the national average
151307,ST VINCENT WILLIAMSPORT HOSPITAL INC,412 N MONROE ST,WILLIAMSPORT,IN,WARREN,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
151308,ST VINCENT MERCY HOSPITAL,1331 S A ST,ELWOOD,IN,MADISON,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,NA,Same as the national average,Same as the national average,NA,NA,NA
151309,ST VINCENT CLAY HOSPITAL INC,1206 E NATIONAL AVE,BRAZIL,IN,CLAY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
151310,"PARKVIEW WABASH HOSPITAL, INC",710 N EAST ST,WABASH,IN,WABASH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,1000 S MAIN ST,TIPTON,IN,TIPTON,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,720 SOUTH SIXTH ST,MONTICELLO,IN,WHITE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,NA,NA
151313,WOODLAWN HOSPITAL,1400 E 9TH ST,ROCHESTER,IN,FULTON,Critical Access Hospitals,Government - Local,Yes,Y,4,Same as the national average,Same as the national average,Same as the national average,NA,NA
