id,name,property_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,number_of_reviews,review_scores_rating
6435116,Sunny Private Apt. Dupont/Logan,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Safety Card"",Essentials,Shampoo}",$175.00,1,4,95
5228009,"Modern, Perfectly Located D.C. Flat",Apartment,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$85.00,1,2,100
5121189,Logan Circle 2 BR w/ Parking,Apartment,4,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",$180.00,5,1,80
52092,People's Place 2-Convention Center,Apartment,6,1,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials}",$150.00,4,84,82
3173259,"Amazing Location, Newly Renovated!",Apartment,3,1,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo}",$139.00,1,52,93
7482822,Brand New Top Balcony View in Shaw,Apartment,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$111.00,1,6,100
3478199,Private Room in Logan Circle Condo,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$95.00,1,3,100
3808204,"BR near U St with Patio, Parking",Apartment,1,1,1,1,{},$85.00,1,5,80
3601131,Beautiful 1BR in perfect location,Apartment,3,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$115.00,7,11,96
3475480,Trendy DC/Logan Circle 2BR/2BATH,Apartment,4,2,2,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",$199.00,7,13,92
1650856,Quiet apt w/balcony in Logan Circle,Apartment,2,1,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer}",$150.00,2,7,100
5755232,Rowhouse fireplace near everything,Apartment,4,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$115.00,2,49,99
4501,DC Rowhouse,House,1,2.5,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$99.00,2,120,98
8008094,Awesome Studio All to Yourself!,Apartment,2,1,0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}",$85.00,1,0,
6289478,1 BR Apt off 14th St Corridor,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$193.00,3,2,90
2429958,Lux 2BR Apt near Logan Circle,Apartment,5,2,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$298.00,3,5,100
6001683,Luxury Apartment in Downtown DC!,Apartment,1,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Shampoo}",$63.00,1,15,95
7853097,Victorian Home Near Convention CTR!,House,8,2.5,3,5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$299.00,1,1,100
4248660,Logan South Apartment -Logan Circle,Apartment,4,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$185.00,3,3,87
4846107,Unique 2BR Apt MtVernSq / Chinatown,Apartment,4,1.5,2,2,{},$120.00,1,3,93
25354,RowhouseTwo,House,2,1,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer}",$125.00,1,5,96
1831701,Private Room in Great Shaw Rowhouse,Apartment,2,2,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer}",$110.00,1,13,97
3527448,"Private Bedroom in Northwest, DC",House,1,1.5,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$93.00,1,35,98
6403422,Cozy Sunny Studio in Heart of DC,Apartment,2,1,0,1,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$80.00,1,10,100
6509966,Carriage House at 15S,House,2,1,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$195.00,2,13,100
2350674,Great apt in 1870's rowhouse,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$90.00,1,47,83
3415424,Logan Circle Luxury Condo,Condominium,4,2,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$250.00,1,15,97
6193902,Vermont Avenue B & B Queen Room,Bed & Breakfast,2,1,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$225.00,2,0,
248402,Apt in Heart of Trendy Logan Circle,Apartment,3,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$135.00,2,44,95
1020928,[1739]1BR At 1301 Thomas Circle,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",$259.00,3,3,100
4764798,Studio in Logan/Dupont area,Apartment,2,1,0,2,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$60.00,5,0,
6576022,Sunny Second Floor Room,House,2,1,1,1,"{Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",$60.00,1,4,85
8221932,Beautiful Studio! Logan/Dupont Area,Apartment,2,1,0,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$100.00,3,2,90
7836962,Logan Circle Condo in Heart of DC,Condominium,4,1,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",$100.00,3,5,100
6673960,Entire 1BR Apt W/ Modern Amenities,Apartment,3,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$109.00,2,1,100
7935536,Contemporary Row Home on 9th & O!,House,10,1.5,3,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$312.00,2,1,80
2248413,1313 Apartment-Logan Circle ,Apartment,4,1,0,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$175.00,3,8,88
7622253,Upscale and in perfect location!,Apartment,4,2,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$375.00,1,0,
7174384,Sunny Room - Walk to Convention Ctr,House,2,1,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$71.00,2,4,100
8542489,Modern luxury in perfect location!,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Doorman,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$110.00,1,0,
6796992,Private Room near Convention Center,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$75.00,2,3,93
7036591,94 Walkscore! Ultimate Convenience,Apartment,4,1,1,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$150.00,1,11,95
6135500,Modern luxury in Shaw,Apartment,4,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$120.00,2,20,98
6658339,Sunny & Zen in vibrant U St area,Apartment,4,1,1,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",$119.00,3,1,100
6056475,Cozy 1 BR abode in Logan Circle,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",$200.00,2,5,90
7637775,2 Unit Rowhouse good for Big Groups,Townhouse,12,3,5,6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$600.00,1,0,
3611826,1309 Apartment @ Logan Circle,Apartment,3,1,0,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$175.00,3,0,
7999372,City Living in the Heart of DC,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",$119.00,2,1,100
6759650,Lux DC-Loft In Trendy Logan Circle,Apartment,3,1,1,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$209.00,1,2,100
8240470,Hip 1BD apt-walk to trendy 14th St!,Apartment,3,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$135.00,1,0,
7708030,Center of Shaw,House,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$45.00,1,4,90
7781787,Dynamite Condo-ConventionCtr/Metro,Condominium,8,1,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$250.00,2,5,92
6950129,"Master bedroom, queen-sized bed",Townhouse,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$80.00,2,9,96
8542706,Modern luxury + perfect location!,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Doorman,Gym,Breakfast,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$110.00,1,0,
7749119,Stable Home near Convention Center,House,4,1,1,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$150.00,1,5,100
4144992,Charming Sunny Studio in center DC,Apartment,1,1,0,1,"{""Air Conditioning"",Kitchen,Heating,Washer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$105.00,1,15,93
8126343,Walk to WhiteHouse 1Br 2Ba KING bed,Apartment,6,2,1,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$119.00,1,0,
7128350,Logan Cir Studio w/Balcony - August,Apartment,2,1,0,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Essentials}",$90.00,1,1,100
7897016,Huge 4 BR home in heart of Shaw,House,12,3.5,4,4,"{TV,""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$340.00,2,0,
4358078,"Perfect location, Chic and Modern",Apartment,2,1,0,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$180.00,1,0,
6258721,Entire Apartment in Thomas Circle,Apartment,4,1,1,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,Breakfast,Dog(s),Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$265.00,1,15,83
8371081,"Smart, Airy Studio in 14th St/Logan",Apartment,2,1,0,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$105.00,1,2,100
884598,Ye Olde Firehouse Mansion - Logan ,House,4,3,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",$240.00,3,0,
501809,Upstair Private Close to Everything,Apartment,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",$98.00,4,4,95
5930230,"Penthouse Studio in Washington, DC",Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$112.00,6,1,100
1120704,The French Inspired Comfort,Apartment,3,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$110.00,2,114,86
7068640,Executive DC Suite-walk to metro!,Apartment,4,1,1,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$140.00,1,6,83
7581347,Comfy bed in a 3-window room METRO,Apartment,1,1,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$70.00,5,4,85
3898306,Convention Center Cool!,Apartment,5,1,1,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$229.00,3,16,94
5364935,Amazing rowhouse in heart of DC,House,4,2.5,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$162.00,1,14,85
5028605,"Amazing studio, location, building",Apartment,2,1,0,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$102.00,2,5,100
6018637,Large room near Convention Center,House,2,1.5,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$73.00,2,40,91
5878667,Brand New Modern Apartment!,Apartment,4,1,1,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$190.00,2,15,97
407014,"DC Apartment near White House, Mall",Apartment,6,1,1,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$149.00,2,215,93
4783987,1 BR in 2 BR rowhouse with yard,House,2,1.5,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$80.00,2,1,100
4567582,"Cozy-chic private room, near metro",House,2,1.5,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",Essentials,Shampoo}",$99.00,2,6,100
4392242,1515 Vermont House LLC,Apartment,2,1,0,1,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$120.00,1,89,99
883253,BIG apt. in the middle of it all!,Apartment,5,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",$150.00,3,18,95
8048581,Home on Bustling 14th St Corridor!,House,14,3,5,7,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$599.00,1,0,
7783012,Sunny flat in Shaw area,Apartment,1,1,0,1,"{""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,""Smoke Detector""}",$62.00,14,1,
6576257,Cozy Corner Room on Second Floor,House,2,1,1,1,"{Internet,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$50.00,1,1,60
4356890,Lovely DC 2 BR rowhouse with yard,House,5,1.5,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",$240.00,1,16,93
3629759,A picturesque contemporary red-ston,House,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Elevator in Building"",""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$139.00,5,6,95
4023806,"Bright, Spacious Studio Downtown DC",Apartment,2,1,0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials}",$150.00,1,0,
6084012,Spacious 2BD w/ parking off 14th,Apartment,5,1,2,2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Doorman,""Pets live on this property"",Dog(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",$250.00,4,2,100
7635699,Quiet room in central neighborhood!,Apartment,1,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$68.00,1,16,96
630973,[1739]Lux 2BRs @ 1301 Thomas Circle,Apartment,4,2,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",$299.00,4,3,90
7644512,2 Neighboring Houses! A RARE Find!,Townhouse,13,3,6,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$720.00,1,1,
902573,Primo Live-In Office Suite Downtown,House,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,Shampoo}",$200.00,1,10,96
6677954,Private Bedroom in Trendy Shaw,House,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$71.00,1,1,100
741202,"Gorgeous unit, historic building",Apartment,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$125.00,1,149,98
4105803,Charming Logan Circle Rowhouse Apt,Apartment,6,1,2,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer}",$145.00,1,54,85
